Known As,Full Name,Age,Overall,Positions Played,Best Position,Nationality,Club Name
Nono,Jose Antonio Delgado Villar,29,70,"CM,CDM",CM,Spain,Damac FC
Chema,José Manuel Rodríguez Benito,30,71,CB,CB,Spain,SD Eibar
Parejo,Daniel Parejo Muñoz,33,86,CM,CM,Spain,Villarreal CF
A. Laporte,Aymeric Laporte,28,86,CB,CB,Spain,Manchester City
Vigaray,Carlos Martín Vigaray,27,70,RB,RB,Spain,Real Zaragoza
Copete,José Manuel Arias Copete,22,70,CB,CB,Spain,RCD Mallorca
Sivera,Antonio Sivera Salvá,25,71,GK,GK,Spain,Deportivo Alavés
Sergio Ruiz,Sergio Ruiz Alonso,27,71,"CDM,CM,CAM",CDM,Spain,Granada CF
Sergi Cardona,Sergi Cardona Bermúdez,22,71,"LB,LM",LB,Spain,Unión Deportiva Las Palmas
Raúl Guti,José Raúl Gutiérrez Parejo,25,72,"CM,CDM",CM,Spain,Elche CF
Hugo Bueno,Hugo Bueno López,19,60,LWB,LM,Spain,Wolverhampton Wanderers
Álvaro Tejero,Álvaro Tejero Sacristán,25,72,"RB,LB",RM,Spain,SD Eibar
Clerc,Carlos Clerc Martínez,30,73,"LB,LWB",LB,Spain,Elche CF
Ontiveros,Javier Ontiveros Parra,24,71,"LM,LW",CAM,Spain,Villarreal Club de Fútbol B
Cesc Fàbregas,Francesc Fàbregas i Soler,35,73,"CM,CAM,CDM",CM,Spain,Como
Mikel Rico,Mikel Rico Moreno,37,70,"CM,CDM",CDM,Spain,FC Cartagena
Manolo Reina,Manuel Reina Rodríguez,37,71,GK,GK,Spain,Málaga CF
José Rodríguez,José Rodríguez Martínez,27,70,"CM,CDM,CAM",CM,Spain,Royale Union Saint-Gilloise
Andrés Castrín,Andrés López Gallo,19,59,CB,CB,Spain,CD Lugo
Hugo Redón,Hugo Redón Almela,19,60,CM,CAM,Spain,Levante Unión Deportiva
Pacheco,Jon Pacheco Dozagarat,21,69,CB,CB,Spain,Real Sociedad
Curro Sánchez,Francisco José Sánchez Rodríguez,26,72,"RM,CAM,CM",CAM,Spain,Burgos CF
Soldado,Roberto Soldado Rillo,37,73,ST,ST,Spain,Levante Unión Deportiva
Jesús Jiménez,Jesús Jiménez Núñez,28,71,ST,RW,Spain,Toronto FC
Lluís López,Lluís López Mármol,25,69,CB,CB,Spain,Real Zaragoza
Jorge Pombo,Jorge Marcos Pombo Escobar,28,69,"LM,ST,CAM",LM,Spain,Racing Santander
Pablo Sarabia,Pablo Sarabia García,30,81,"RW,CAM,LW",RW,Spain,Paris Saint-Germain
Marc Bartra,Marc Bartra Aregall,31,81,CB,CB,Spain,Trabzonspor
Pulido,Jorge Pulido Mayoral,31,73,CB,CB,Spain,SD Huesca
José Aguilar,José Aguilar Martinez,21,52,CM,CAM,Spain,FC Sion
De La Hoz,César De La Hoz López,30,72,"CDM,CB",CDM,Spain,Unión Deportiva Almería
De Gea,David De Gea Quintana,31,87,GK,GK,Spain,Manchester United
Dani Calvo,Daniel Pedro Calvo Sanromán,28,72,CB,CB,Spain,Real Oviedo
Aleix Vidal,Aleix Vidal Parreu,32,73,"RB,RM",RM,Spain,RCD Espanyol de Barcelona
Postigo,Sergio Postigo Redondo,33,72,CB,CB,Spain,Levante Unión Deportiva
Pejiño,Francisco Jesús Crespo García,25,69,"RM,LM",LW,Spain,Unión Deportiva Las Palmas
Adrián,Adrián San Miguel Castillo,35,72,GK,GK,Spain,Liverpool
Aketxe,Ager Aketxe Barrutia,28,72,"CAM,RM",CAM,Spain,SD Eibar
Abdón Prats,Abdón Prats Bastidas,29,71,"ST,LM",ST,Spain,RCD Mallorca
Iván Jaime,Iván Jaime Pajuelo,21,72,"CAM,ST,LW",CAM,Spain,Futebol Clube de Famalicão
Pedro Porro,Pedro Antonio Porro Sauceda,22,81,"RWB,RM",RWB,Spain,Sporting CP
Javi Muñoz,Javier Muñoz Jiménez,27,69,"CDM,CM,CAM",CM,Spain,SD Eibar
Kiko Olivas,Francisco José Olivas Alba,33,72,CB,CB,Spain,FC Cartagena
Eguaras,Iñigo Eguaras Álvarez,30,73,"CDM,CM",CDM,Spain,Unión Deportiva Almería
Toni Moya,Antonio Moya Vega,24,71,"CM,CDM",CM,Spain,Deportivo Alavés
Cucurella,Marc Cucurella Saseta,23,81,"LB,CB,LM",LWB,Spain,Chelsea
Iñaki Peña,Ignacio Peña Sotorres,23,72,GK,GK,Spain,FC Barcelona
Pomares,Carlos Pomares Rayo,29,69,"LB,LM",LB,Spain,Real Oviedo
Álex Oyón,Alejandro García Oyón,19,60,ST,ST,Spain,Real Sporting de Gijón
Dani Raba,Daniel Raba Antolin,26,72,"RM,RW",CAM,Spain,CD Leganés
Akieme,Sergio Akieme Rodríguez,24,72,"LB,LWB,LM",LB,Spain,Unión Deportiva Almería
Toni Lato,Antonio Latorre Grueso,24,73,"LB,LWB,LM",LB,Spain,Valencia CF
Teto,Alberto Martín Díaz,20,60,"CM,CAM",CM,Spain,CD Tenerife
Matías Cedrés,Matías Cedrés Batista,22,60,"CM,RM",CM,Spain,CD Tenerife
Camarasa,Víctor Camarasa Ferrando,28,71,"CM,CAM,RM",CM,Spain,Real Betis Balompié
Son,Fco. Javier Hidalgo Gómez,28,72,"RB,RWB,LWB",RB,Spain,Levante Unión Deportiva
Nacho Fernández,José Ignacio Fernández Iglesias,32,82,"CB,LB",CB,Spain,Real Madrid CF
Fontàs,Andreu Fontàs Prat,32,70,CB,CDM,Spain,Sporting Kansas City
Mario Suárez,Mario Suárez Mata,35,72,"CDM,CM,CB",CDM,Spain,Rayo Vallecano
Rubén Pardo,Rubén Pardo Gutiérrez,29,70,"CAM,CM,CDM",CAM,Spain,CD Leganés
Aleix García,Aleix García Serrano,25,73,"CM,CDM",CAM,Spain,Girona FC
Erik Morán,Erik Morán Arribas,31,71,CDM,CDM,Spain,SD Ponferradina
Juanfran,Juan Francisco Moreno Fuertes,33,70,"RB,RWB",RB,Spain,Málaga CF
Jesé,Jesé Rodríguez Ruiz,29,72,"LW,ST,RW",LW,Spain,MKE Ankaragücü
Friaza,José Luis Friaza Pérez,20,59,ST,ST,Spain,Elche CF
Quini,Joaquín José Marín Ruz,32,72,"RB,LB",RB,Spain,Granada CF
Sergi Gómez,Sergi Gómez Solà,30,73,CB,CB,Spain,RCD Espanyol de Barcelona
Sergi Canós,Sergi Canós Tenés,25,72,"LW,RWB,LWB",CAM,Spain,Brentford
Chumi,Juan Brandáriz Movilla,23,70,"CB,RB",CB,Spain,Unión Deportiva Almería
Jesús Imaz,Jesús Imaz Ballesté,31,70,"ST,CF,CAM",RW,Spain,Jagiellonia Białystok
Fer Niño,Fernando Niño Rodríguez,21,71,ST,ST,Spain,Villarreal Club de Fútbol B
Nolito,Manuel Agudo Durán,35,73,LM,CAM,Spain,UD Ibiza
Hugo Sotelo,Hugo Sotelo Gómez,18,59,RM,RM,Spain,RC Celta de Vigo
Juan Cruz,Juan Cruz Álvaro Armada,29,73,"CB,LB",CB,Spain,CA Osasuna
Pedri,Pedro González López,19,85,CM,CM,Spain,FC Barcelona
Mollejo,Víctor Mollejo Carpintero,21,70,"RM,LM",LM,Spain,Real Zaragoza
Balde,Alejandro Balde Martínez,18,71,LB,LM,Spain,FC Barcelona
Córdoba,Iñigo Córdoba Kerejeta,25,73,"CAM,RM",CAM,Spain,Fortuna Sittard
Robert Navarro,Robert Navarro Muñoz,20,70,"LW,CAM,CM",CAM,Spain,Real Sociedad
Ferran Torres,Ferran Torres García,22,82,"LW,ST",LW,Spain,FC Barcelona
Joan Sastre,Joan Sastre Vanrell,25,72,"RB,LB",RB,Spain,PAOK
Pep Chavarría,Josep María Chavarría Pérez,24,71,LB,LWB,Spain,Rayo Vallecano
Gerard Valentín,Gerard Valentín Sancho,28,71,"RM,RB",RM,Spain,SD Huesca
Pedro Díaz,Pedro Díaz Fanjul,24,70,"CDM,CM",CAM,Spain,Real Sporting de Gijón
José León,José León Bernal,27,71,CB,CB,Spain,CD Tenerife
Adrián Marín,Adrián Marín Gómez,25,73,"LB,LWB",LWB,Spain,Gil Vicente FC
Hervías,Pablo Hervías Ruiz,29,70,"RM,RB",RM,Spain,Málaga CF
Juan Villar,Juan Villar Vázquez,34,70,"ST,RM",RW,Spain,SD Huesca
Álvaro Lemos,Álvaro Lemos Collazo,29,70,"RB,RM",RB,Spain,Unión Deportiva Las Palmas
Sergio Castel,Sergio Castel Martínez,27,71,ST,ST,Spain,UD Ibiza
Iago Falqué,Iago Falqué Silva,32,71,"CAM,ST,RW",CAM,Spain,América de Cali
Raúl Fernández,Raúl Fdez-Cavada Mateos,34,69,GK,GK,Spain,Granada CF
Gerard Moreno,Gerard Moreno Balagueró,30,85,ST,ST,Spain,Villarreal CF
Iván Martín,Iván Martín Núñez,23,70,"RM,CM,LM",CAM,Spain,Girona FC
Iñigo Vicente,Iñigo Vicente Elorduy,24,71,LM,CAM,Spain,Racing Santander
Raúl Albiol,Raúl Albiol Tortajada,36,82,CB,CB,Spain,Villarreal CF
Sergi Palencia,Sergi Palencia Hurtado,26,70,"RB,RWB,RM",RWB,Spain,AS Saint-Étienne
Jordi Alba,Jordi Alba Ramos,33,85,LB,LB,Spain,FC Barcelona
Luismi,Luis Miguel Sánchez Benítez,30,70,"CDM,CM",CDM,Spain,Real Oviedo
Kike Pérez,Enrique Pérez Muñoz,25,70,"CM,CAM,CDM",CAM,Spain,Real Valladolid CF
Sergio Busquets,Sergio Busquets Burgos,33,85,CDM,CDM,Spain,FC Barcelona
Jordi Quintillà,Jordi Quintillà Guasch,28,72,"CDM,CM",CM,Spain,FC St. Gallen 1879
Elady,Eladio Zorrilla Jiménez,31,72,"ST,LM,RM",ST,Spain,CD Tenerife
Mujaid,Mujaid Sadick Aliu,22,71,"CB,RB",CB,Spain,KRC Genk
Iza Carcelén,Isaac Carcelén Valencia,29,72,"RB,RM",RB,Spain,Cádiz CF
Juanpe,Juan Pedro Ramírez López,31,71,CB,CB,Spain,Girona FC
Juan Larios,Juan Larios López,18,59,LB,LWB,Spain,Southampton
Jordi Mboula,Jordi Mboula Queralt,23,71,"RM,LM",RM,Spain,Racing Santander
Isco,Francisco Román Alarcón Suárez,30,82,"CAM,LW,CM",CAM,Spain,Sevilla FC
Sergi Darder,Sergi Darder Moll,28,82,"CM,CDM,CAM",CM,Spain,RCD Espanyol de Barcelona
Gianni Cassaró,Gianni Cassaró Usart,30,59,GK,GK,Spain,Villarreal Club de Fútbol B
Villalibre,Asier Villalibre Molina,24,71,ST,ST,Spain,Athletic Club de Bilbao
Saúl Berjón,Saúl Berjón Pérez,36,71,LM,LM,Spain,Burgos CF
David Ferreiro,David Ferreiro Quiroga,34,70,"LM,RM,CM",RW,Spain,FC Cartagena
Iñigo Martínez,Iñigo Martínez Berridi,31,82,CB,CB,Spain,Athletic Club de Bilbao
Roberto López,Roberto López Alcaide,22,70,"CM,CAM,RM",CAM,Spain,CD Mirandés
Juan Cala,Juan Torres Ruiz,32,70,CB,CB,Spain,Cádiz CF
Diego González,Diego González Polanco,27,71,CB,CB,Spain,Elche CF
Iago Aspas,Iago Aspas Juncal,34,85,ST,ST,Spain,RC Celta de Vigo
Jaime Seoane,Jaime Seoane Valenciano,25,73,"CM,CAM,CDM",CAM,Spain,Getafe CF
Carlos Martínez,Carlos Martínez Rodríguez,36,59,ST,ST,Spain,FC Andorra
Marc Martínez,Marc Martínez Aranda,32,71,GK,GK,Spain,FC Cartagena
Yuri Berchiche,Yuri Berchiche Izeta,32,82,LB,LB,Spain,Athletic Club de Bilbao
Quique,Enrique González Casín,32,71,"ST,LM",ST,Spain,SD Eibar
Aarón,Aarón Escandell,26,70,GK,GK,Spain,FC Cartagena
Azpilicueta,César Azpilicueta Tanco,32,82,"CB,RWB,RB",CB,Spain,Chelsea
Josep Señé,Josep Señé Escudero,30,70,CM,CAM,Spain,CD Lugo
Pol Lozano,Pol Lozano Vizuete,22,72,"CDM,CM",CM,Spain,RCD Espanyol de Barcelona
Carlos Fernández,Carlos Fernández Luna,26,74,"ST,CAM",ST,Spain,Real Sociedad
Dani Ramírez,Daniel Ramírez Fernández,30,68,CAM,CAM,Spain,SV Zulte Waregem
Borja González,Borja González Tejada,26,62,RB,RB,Spain,Burgos CF
Diego Guti,Diego Gutiérrez Chinea,21,62,"CDM,CM",CDM,Spain,Unión Deportiva Las Palmas
Aguado,Álvaro Aguado Méndez,26,75,"CM,CAM,CDM",CM,Spain,Real Valladolid CF
Javi Llabrés,Javier Llabrés Exposito,20,65,"LM,RM",RM,Spain,RCD Mallorca
Botía,Alberto Tomás Botía Rabasco,33,68,CB,CB,Spain,Al Wehda
Christian Rivera,Christian Rivera Hernández,24,65,"CDM,CM",CB,Spain,Real Sporting de Gijón
Ezkieta,Jokin Ezkieta Mendiburu,25,66,GK,GK,Spain,Racing Santander
Agirrezabala,Julen Agirrezabala,21,68,GK,GK,Spain,Athletic Club de Bilbao
Álex Martín,José Alejandro Martín Valerón,24,66,"CB,RB",CB,Spain,CD Mirandés
Kevin,Kevin Vázquez Comesaña,29,75,"RB,RWB",RB,Spain,RC Celta de Vigo
Toni Villa,Antonio Villa Suárez,27,75,"LM,CAM,RM",LM,Spain,Girona FC
Suso,Jesús Joaquín Fernández Sáez,28,79,RW,CAM,Spain,Sevilla FC
Pablo Moreno,Pablo Moreno Taboada,20,68,"ST,LM",ST,Spain,Clube Sport Marítimo
Ángel,Ángel Luís Rodríguez Díaz,35,74,"ST,CAM",ST,Spain,RCD Mallorca
Kiko Femenía,Francisco Femenía Far,31,74,"RB,LB",RB,Spain,Villarreal CF
Javi Siverio,Javier Siverio Toro,24,63,ST,ST,Spain,Hyderabad FC
Rubén Pérez,Rubén Salvador Pérez del Mármol,33,75,"CDM,CM",CDM,Spain,Panathinaikos FC
Jordi Masip,Jordi Masip López,33,74,GK,GK,Spain,Real Valladolid CF
Barrenetxea,Ander Barrenetxea,20,74,LW,LW,Spain,Real Sociedad
César Gelabert,César Gelabert Piña,21,65,"CAM,LM,RM",CAM,Spain,CD Mirandés
Fran Grima,Francesc Grima Aguilera,35,65,"RB,RM",RB,Spain,UD Ibiza
Matos,José Joaquín Matos García,27,68,"LB,LWB,LM",LB,Spain,Burgos CF
Altimira,Adrià Altimira Reynaldos,21,62,"RB,RM",RB,Spain,FC Andorra
Estanis,Estanislau Pedrola Fortuny,18,62,"RW,LW",ST,Spain,FC Barcelona
Brais Méndez,Brais Méndez Portela,25,77,"RM,CM",CAM,Spain,Real Sociedad
Jordi Pola,Jordi González-Pola,22,62,CB,CB,Spain,Real Sporting de Gijón
Manu Garrido,Manuel Garrido Álvarez,21,62,ST,ST,Spain,CD Leganés
De La Fuente,Adrián De La Fuente,23,66,CB,CB,Spain,Villarreal Club de Fútbol B
Brian Oliván,Brian Oliván Herrero,28,74,"LB,CB",LB,Spain,RCD Espanyol de Barcelona
Gaztañaga,Jon Gaztañaga Arrospide,31,65,"CDM,CM",CDM,Spain,NorthEast United FC
Esquerdo,Vicente Esquerdo Santas,23,62,CM,CAM,Spain,Valencia CF
Alfon,Alfonso González Martínez,23,65,"LM,RM,CAM",RW,Spain,Racing Santander
Carreira,Sergio Carreira Vilariño,21,66,RB,RB,Spain,Villarreal Club de Fútbol B
Beñat Prados,Beñat Prados Díaz,21,66,"CM,CDM",CAM,Spain,CD Mirandés
Fabio González,Fabio González Estupiñán,25,68,"CDM,CM",CDM,Spain,Unión Deportiva Las Palmas
Escassi,Alberto Escassi Oliva,33,67,"CDM,CM,CB",CB,Spain,Málaga CF
Moha Ramos,Mohamed Airam Ramos Wade,22,64,GK,GK,Spain,Unión Deportiva Las Palmas
Antonio Sola,Antonio Sola Villalba,21,62,"LB,LM",LB,Spain,Real Zaragoza
Martín,Martín Pascual Castillo,22,65,"CB,CDM",CB,Spain,UD Ibiza
Alfonso Herrero,Alfonso Herrero Peinador,28,68,GK,GK,Spain,CD Mirandés
Unai Dufur,Unai Dufur Espesolin,23,62,"CB,RB",CB,Spain,CA Osasuna
Pau López,Pau López Sabata,27,79,GK,GK,Spain,Olympique de Marseille
Arnau,Arnau Puigmal Martínez,21,66,"CAM,CM,RM",CAM,Spain,Unión Deportiva Almería
Aceves,Álvaro Aceves Catalina,18,63,GK,GK,Spain,Real Valladolid CF
Juan Muñoz,Juan Muñoz Muñoz,26,68,"ST,CAM,CM",ST,Spain,CD Leganés
David Cuenca,David Cuenca Barreno,20,62,"LB,CB",LB,Spain,Unión Deportiva Almería
Urko González,Urko González de Zárate,21,66,CB,CB,Spain,Real Sociedad
Aarón,Aarón Martín Caricol,25,75,"LWB,LB,LM",LWB,Spain,1. FSV Mainz 05
Diego López,Diego López Noguerol,20,62,"ST,LM",ST,Spain,Valencia CF
Andoni López,Andoni López Saratxo,26,66,"LB,LWB",LB,Spain,CD Tenerife
Unai Marrero,Unai Marrero Larrañaga,20,62,GK,GK,Spain,Real Sociedad
Iturbe,Alejandro Iturbe Encabo,18,65,GK,GK,Spain,Atlético de Madrid
Dani Jiménez,Daniel Jiménez López,32,66,GK,GK,Spain,CD Leganés
Robert Sánchez,Robert Lynch Sánchez,24,77,GK,GK,Spain,Brighton & Hove Albion
Franquesa,Enric Franquesa Dolz,25,67,"LB,LM,LWB",LWB,Spain,Levante Unión Deportiva
Maestre,Sergio Maestre García,31,63,"CM,LM,CB",CDM,Spain,Albacete BP
Juanmi,Juan Miguel Jiménez López,29,79,"LM,ST",RW,Spain,Real Betis Balompié
Berrocal,Juan Berrocal González,22,67,CB,CB,Spain,SD Eibar
Miguel Gutiérrez,Miguel Gutiérrez Ortega,20,68,"LB,LWB",LB,Spain,Girona FC
Sergio Molina,Sergio Molina Beloqui,26,66,"CDM,CM",CDM,Spain,FC Andorra
Hugo Duro,Hugo Duro Perales,22,77,"ST,LM",ST,Spain,Valencia CF
Tomeu Nadal,Tomeu Nadal Mesquida,33,68,GK,GK,Spain,Real Oviedo
Sergio Santos,Sergio Santos Fernández,21,63,"RB,CB",RB,Spain,CD Mirandés
Javi Rubio,Javier Rubio Haro,23,63,"RB,RM",RWB,Spain,CD Leganés
Miguel Baeza,Miguel Baeza Pérez,22,68,"RM,LM,CAM",CAM,Spain,Rio Ave FC
Calero,Fernando Calero Villa,26,74,"CB,CDM",CB,Spain,RCD Espanyol de Barcelona
Iván Márquez,Iván Márquez Álvarez,28,68,CB,CB,Spain,N.E.C. Nijmegen
Manu Barreiro,Manuel Barreiro Bustelo,35,68,ST,ST,Spain,CD Lugo
Marcos Alonso,Marcos Alonso Mendoza,31,79,"LB,LWB",LB,Spain,FC Barcelona
I. Suero Fernández,Israel Suero Fernández,28,64,CAM,CAM,Spain,SV Elversberg
Ander Herrera,Ander Herrera Agüera,32,79,"CM,CDM",CDM,Spain,Athletic Club de Bilbao
Luis Rioja,Luis Rioja González,28,74,LM,LM,Spain,Deportivo Alavés
Enrique Clemente,Enrique Clemente Maza,23,66,"CB,LB",CB,Spain,Unión Deportiva Las Palmas
Rubén Blanco,Rubén Blanco Veiga,26,74,GK,GK,Spain,Olympique de Marseille
Carlos Martín,Carlos Martín Domínguez,20,63,"ST,RW",ST,Spain,Atlético de Madrid
Hugo Novoa,Hugo Novoa Ramos,19,66,"ST,CF",ST,Spain,RB Leipzig
Moleiro,Alberto Moleiro González,18,75,"LM,CM,CAM",CAM,Spain,Unión Deportiva Las Palmas
Vilarrasa,Ignasi Vilarrasa Palacios,22,62,"LB,LM",CB,Spain,SD Huesca
Anglada,Hugo Anglada Gutiérrez,18,64,CB,CB,Spain,SD Huesca
José Lara,José Alonso Lara,22,65,"RM,LM",CAM,Spain,Real Betis Balompié
John Donald,John Chetauya Donald,21,62,"CB,CDM",CB,Spain,Elche CF
Abel Ruiz,Abel Ruiz Ortega,22,74,ST,ST,Spain,SC Braga
Clavería,Pablo Clavería Herraíz,26,66,"CM,CDM",CDM,Spain,CD Lugo
Emilio Bernad,Emilio Bernad Sánchez,22,62,GK,GK,Spain,Valencia CF
Bastida,Álvaro Bastida Moya,18,65,"CDM,CM",CDM,Spain,Cádiz CF
Rafa Tresaco,Rafael Tresaco Blasco,21,62,ST,ST,Spain,SD Huesca
Javi Hernández,Javier Hernández Carrera,24,67,"LB,CB,LM",CB,Spain,Girona FC
Moi Delgado,Moisés Delgado López,28,68,LB,LB,Spain,SD Ponferradina
Raúl Parra,Raúl Parra Artal,22,64,"RB,CB",CB,Spain,CD Mirandés
Diego Sánchez,Diego Sánchez Pérez,18,63,LB,LB,Spain,Real Sporting de Gijón
Adu Ares,Malcom Adu Ares Djaló,20,63,"RM,LM",CAM,Spain,Athletic Club de Bilbao
Sergio Gómez,Sergio Gómez Martín,21,74,"LB,RM,LM",CAM,Spain,Manchester City
Raúl Navas,Raúl Rodríguez Navas,34,68,CB,CB,Spain,CD Mirandés
Guille Bueno,Guillermo Bueno López,19,62,LM,LM,Spain,Borussia Dortmund II
Roger Martínez,Roger Martínez Santamaría,18,63,CM,CAM,Spain,RCD Espanyol de Barcelona
Cañizares,Lucas Cañizares Conchello,20,62,GK,GK,Spain,Real Madrid CF
Álvaro Giménez,Álvaro Giménez Candela,31,68,ST,ST,Spain,Cádiz CF
Marcano,Iván Marcano Sierra,35,75,CB,CB,Spain,FC Porto
Hugo Guillamón,Hugo Guillamón Sammartín,22,74,"CDM,CB,CM",CDM,Spain,Valencia CF
Mario Gila,Mario Gila Fuentes,21,62,CB,CB,Spain,Lazio
Santi Comesaña,Santiago Comesaña Veiga,25,75,"CDM,CM,CAM",CDM,Spain,Rayo Vallecano
Àlex Carbonell,Àlex Carbonell Vallés,24,64,"CM,CDM",CM,Spain,FC Barcelona
Dani Ceballos,Daniel Ceballos Fernández,25,77,"CM,CDM",CM,Spain,Real Madrid CF
Javi Hernández,Javier Hernández Tarroc,21,62,CB,CB,Spain,Real Zaragoza
Alejandro Pérez,Alejandro Pérez Cea,21,62,"CDM,CB",CB,Spain,RCD Espanyol de Barcelona
Rafa Mújica,Rafael Mújica García,23,66,"ST,RM,LM",ST,Spain,FC Arouca
Victor Méndez,Victor Méndez Exposito,22,62,GK,GK,Spain,CD Tenerife
Fede Vico,Federico Vico Villegas,27,68,"CAM,RM,CM",CAM,Spain,CD Leganés
David López,David López Silva,32,77,"CDM,CB",CDM,Spain,Girona FC
Genaro,Genaro Rodríguez Serrano,24,67,"CDM,CM,CB",CDM,Spain,Málaga CF
Borja García,Borja García Freire,31,74,"CM,LM",CM,Spain,Girona FC
Cristhian Mosquera,Cristhian Mosquera Ibargüen,18,66,CB,CB,Spain,Valencia CF
Nacho Vidal,Ignacio Vidal Miralles,27,75,"RB,RWB",RB,Spain,CA Osasuna
David García,David García Zubiria,28,79,CB,CB,Spain,CA Osasuna
Borja Herrera,Borja Herrera González,29,67,"LB,CB,LM",LB,Spain,Hyderabad FC
Pol Lirola,Pol Mikel Lirola Kosok,24,75,"RB,RM",RWB,Spain,Elche CF
Pablo Fornals,Pablo Fornals Malla,26,79,"CAM,LM",CM,Spain,West Ham United
Juande,Juan de Dios Prados López,35,67,"CDM,CM",CDM,Spain,Adelaide United
Higinio,Higinio Marín Escavy,28,64,ST,ST,Spain,Albacete BP
Imanol,Imanol García de Albéniz,21,68,"LB,LWB",LWB,Spain,SD Eibar
Riki,Ricardo Rodríguez Gil,24,66,"CAM,CM,LM",CAM,Spain,Albacete BP
Javi Gómez,Javier Gómez Castroverde,23,64,"LM,CAM,RM",CAM,Spain,RC Celta de Vigo
Joaquín,Joaquín Fernández Moreno,26,74,"CB,CDM",CB,Spain,Real Valladolid CF
Juan Pérez,Juan Manuel Pérez Ruiz,25,68,GK,GK,Spain,CA Osasuna
Iván Romero,Iván Romero de Ávila,21,62,"ST,RW,LW",ST,Spain,CD Tenerife
Ander Martín,Ander Martín Odriozola,21,65,"LW,LB",CAM,Spain,Real Sociedad
Carmona,José Ángel Carmona Navarro,20,62,"RB,CB",RB,Spain,Sevilla FC
Iván González,Iván Garrido González,32,65,"CB,RB",CB,Spain,SC East Bengal FC
Javi López,Javier López Carballo,20,68,LB,LB,Spain,Deportivo Alavés
David Rodríguez,David Rodríguez Ramos,22,62,"RB,CB",RB,Spain,CD Tenerife
Fran Álvarez,Francisco Álvarez Rodríguez,24,62,"CAM,CM,RM",CAM,Spain,Albacete BP
David Alba,David Alba Fernández,23,64,CB,CB,Spain,CD Leganés
Zubimendi,Martín Zubimendi Ibáñez,23,79,"CM,CDM",CM,Spain,Real Sociedad
Cris Salvador,Cristian Salvador González,27,66,"CDM,CB,CM",CB,Spain,SD Huesca
Jaume,Jaume Doménech Sánchez,31,74,GK,GK,Spain,Valencia CF
Álvaro García,Álvaro García Segovia,22,65,"CB,CDM",CDM,Spain,UD Ibiza
Ros,Juan Antonio Ros Martínez,26,68,"CB,CDM",CB,Spain,Albacete BP
Naranjo,José Manuel García Naranjo,27,68,"LM,RM",LM,Spain,SD Ponferradina
Jon Bautista,Jon Bautista Orgilles,26,68,"ST,LM",ST,Spain,SD Eibar
José Gragera,José Gragera Amado,22,68,"CDM,CM,CB",CB,Spain,Real Sporting de Gijón
Slavy,Borislav Ivaylov Stankov,20,62,ST,ST,Spain,Real Valladolid CF
Álvaro Roncal,Álvaro Roncal Rivera,21,62,"RB,RM",RB,Spain,SD Eibar
Germán Parreño,Germán Parreño Boix,29,67,GK,GK,Spain,UD Ibiza
Elgezabal,Unai Elgezabal Udondo,29,68,"CDM,CM,CB",CDM,Spain,Burgos CF
Melero,Gonzalo Melero Manzanares,28,74,"CM,CDM",CM,Spain,Unión Deportiva Almería
Guaita,Vicente Guaita Panadero,35,79,GK,GK,Spain,Crystal Palace
Pubill,Marc Pubill Pagès,19,68,"RB,RWB",RB,Spain,Levante Unión Deportiva
Tiri,José Luis Espinosa Arroyo,30,65,CB,CB,Spain,ATK Mohun Bagan FC
Chris Ramos,Christopher Ramos de la Flor,25,68,"LM,ST,LW",ST,Spain,CD Lugo
Lucas Laso,Lucas Laso Gutiérrez,19,62,CB,CB,Spain,Real Oviedo
Dani Cárdenas,Daniel Cárdenas Líndez,25,74,GK,GK,Spain,Levante Unión Deportiva
Vesga,Mikel Vesga Arruti,29,74,CM,CDM,Spain,Athletic Club de Bilbao
Diego Llorente,Diego Javier Llorente Ríos,28,76,CB,CB,Spain,Leeds United
Aihen Muñoz,Aihen Muñoz Capellán,24,75,LB,LB,Spain,Real Sociedad
Nico Williams,Nicholas Williams Arthuer,19,74,"RM,LM",RM,Spain,Athletic Club de Bilbao
Joan García,Joan García Pons,21,66,GK,GK,Spain,RCD Espanyol de Barcelona
Campaña,José Gómez Campaña,29,78,"CM,LM,RM",CM,Spain,Levante Unión Deportiva
Álex Pachón,Álex Pachón Párraga,21,62,ST,ST,Spain,Unión Deportiva Las Palmas
Juanlu Sánchez,Juan Luis Sánchez Velasco,18,62,"RM,RB,LM",CAM,Spain,CD Mirandés
Gonzalo Villar,Gonzalo Villar del Fraile,24,74,"CM,CDM",CM,Spain,U.C. Sampdoria
Joaquín,Joaquín Sánchez Rodríguez,40,79,"RM,LM",CAM,Spain,Real Betis Balompié
Corral,Roberto Corral García,24,62,LB,LB,Spain,Korona Kielce
Satrústegui,Eneko Satrústegui Plano,31,66,"CB,LB",CB,Spain,Racing Santander
Manu Sánchez,Manuel Sánchez de la Peña,21,74,"LB,LWB,LM",LB,Spain,CA Osasuna
Terrats,Ramón Terrats Espacio,21,68,"CDM,CM,CB",CDM,Spain,Girona FC
Iker Losada,Iker Losada Aragunde,20,68,"ST,RM",ST,Spain,RC Celta de Vigo
Jonny Arriba,Jonathan Arriba Monroy,20,62,"CM,RW",CAM,Spain,GD Chaves
Fabio Blanco,Fabio Blanco Gómez,18,62,RW,RM,Spain,FC Barcelona
